record_id,document_type,registration_year,stated_area_acres,gis_calculated_area_acres,area_variance_pct,boundary_overlap_ratio,owner_name_similarity,temporal_date_gap_days,subdivision_depth,ocr_confidence,stamp_duty_ratio,encumbrance_status,prior_dispute_flag,mutation_status,target_fraud_risk
KAG-LR-102124,SETTLEMENT,1982,0.84,0.82,0.77,0.006,0.989,22,4,98.8,0.98,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102125,SETTLEMENT,1969,0.67,0.71,1.48,0.006,0.966,54,3,99.5,1.05,NIL,0,APPROVED,0
KAG-LR-102126,SETTLEMENT,1982,5.74,5.54,2.04,0.006,0.984,61,1,88.0,1.04,NIL,0,APPROVED,0
KAG-LR-102127,PATTA,1987,9.84,10.2,2.06,0.017,0.968,7,3,99.5,0.93,NIL,0,APPROVED,0
KAG-LR-102128,SALE_DEED,1966,1.58,1.58,2.36,0.003,0.918,22,1,86.6,0.9,NIL,0,APPROVED,0
KAG-LR-102129,PATTA,1985,3.24,3.24,2.17,0.015,0.974,81,4,90.8,0.93,ACTIVE_MORTGAGE,1,APPROVED,0
KAG-LR-102130,PATTA,1968,1.33,1.41,3.88,0.0,0.98,40,2,83.4,1.02,NIL,0,APPROVED,0
KAG-LR-102131,PATTA,1967,6.98,6.9,4.45,0.0,0.922,22,1,90.5,1.12,NIL,0,APPROVED,0
KAG-LR-102132,PATTA,2014,0.51,0.53,1.89,0.001,0.911,36,2,96.1,0.94,NIL,0,APPROVED,0
KAG-LR-102133,PATTA,1992,9.18,13.15,43.27,0.307,0.55,1203,2,43.3,0.35,NIL,0,PENDING,1
KAG-LR-102134,PATTA,1987,0.72,0.68,1.74,0.005,0.919,62,2,91.6,1.01,NIL,0,APPROVED,0
KAG-LR-102135,SETTLEMENT,1979,2.15,2.26,5.17,0.472,0.631,-161,2,62.9,0.43,NIL,1,REJECTED,1
KAG-LR-102136,SETTLEMENT,2010,1.77,1.87,1.52,0.005,0.917,11,4,89.7,1.02,NIL,0,APPROVED,0
KAG-LR-102137,SALE_DEED,2021,0.53,0.55,1.04,0.017,0.992,42,4,97.8,0.99,NIL,0,APPROVED,0
KAG-LR-102138,PATTA,2013,6.48,6.64,6.5,0.007,0.996,24,1,96.3,1.14,NIL,0,APPROVED,0
KAG-LR-102139,SALE_DEED,1983,6.71,6.49,3.3,0.003,0.991,73,4,95.2,1.03,NIL,0,APPROVED,0
KAG-LR-102140,POWER_OF_ATTORNEY,2022,2.0,2.26,13.04,0.099,0.691,1375,4,61.9,0.76,NIL,0,REJECTED,1
KAG-LR-102141,SALE_DEED,2020,3.21,3.07,2.01,0.002,0.974,23,2,95.7,0.93,NIL,0,APPROVED,0
KAG-LR-102142,PATTA,1981,1.18,1.16,4.38,0.002,0.901,30,4,89.0,0.95,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102143,PATTA,1978,0.33,0.32,1.05,0.003,0.977,33,1,95.9,1.0,NIL,0,APPROVED,0
KAG-LR-102144,SALE_DEED,1992,0.4,0.38,6.5,0.001,0.984,34,1,89.0,1.02,NIL,0,PENDING,0
KAG-LR-102145,SALE_DEED,1975,6.04,6.04,2.7,0.008,0.964,6,4,91.1,1.02,NIL,1,APPROVED,0
KAG-LR-102146,PATTA,1970,2.58,2.6,1.46,0.002,0.996,46,2,96.8,0.98,NIL,0,APPROVED,0
KAG-LR-102147,PATTA,1970,3.48,3.57,5.16,0.003,0.96,58,4,92.5,1.02,DISPUTED,0,APPROVED,0
KAG-LR-102148,SALE_DEED,2024,0.82,0.61,26.15,0.391,0.551,1113,1,49.5,0.71,DISPUTED,0,REJECTED,1
KAG-LR-102149,PATTA,2011,0.54,0.61,12.31,0.421,0.516,34,2,84.5,0.72,ACTIVE_MORTGAGE,1,REJECTED,1
KAG-LR-102150,PATTA,1988,0.75,0.71,5.67,0.011,0.998,24,2,93.9,1.05,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102151,SETTLEMENT,1972,2.82,2.97,1.14,0.008,0.936,40,3,97.2,0.95,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102152,POWER_OF_ATTORNEY,1984,6.94,6.98,3.45,0.028,0.922,42,3,93.6,1.01,NIL,0,APPROVED,0
KAG-LR-102153,PATTA,1995,3.41,3.44,0.86,0.004,0.953,15,2,93.2,0.98,NIL,0,PENDING,0
KAG-LR-102154,POWER_OF_ATTORNEY,1971,0.41,0.4,0.31,0.001,0.987,42,1,90.7,1.03,NIL,0,PENDING,0
KAG-LR-102155,PATTA,2005,5.22,5.15,3.56,0.004,0.959,32,3,91.7,1.03,NIL,0,APPROVED,0
KAG-LR-102156,PATTA,1980,1.38,1.38,1.68,0.005,0.987,50,2,99.5,1.01,NIL,0,APPROVED,0
KAG-LR-102157,SALE_DEED,1965,0.58,0.65,11.87,0.391,0.612,-334,4,72.9,0.44,ACTIVE_MORTGAGE,1,PENDING,1
KAG-LR-102158,PATTA,1969,0.48,0.5,2.54,0.001,0.982,16,2,90.5,1.04,NIL,0,PENDING,0
KAG-LR-102159,PATTA,2000,0.53,0.56,2.68,0.026,0.979,25,2,99.5,0.97,NIL,0,APPROVED,0
KAG-LR-102160,PATTA,2023,0.56,0.53,0.37,0.002,0.969,21,1,89.0,1.02,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102161,SALE_DEED,2008,0.96,0.96,4.04,0.022,0.916,24,2,94.6,1.08,NIL,0,APPROVED,0
KAG-LR-102162,GIFT_DEED,2002,17.15,24.52,42.95,0.315,0.386,1841,1,62.3,0.37,ACTIVE_MORTGAGE,0,PENDING,1
KAG-LR-102163,PATTA,1972,4.81,4.77,0.51,0.001,0.97,50,1,94.6,1.01,NIL,0,PENDING,0
KAG-LR-102164,GIFT_DEED,2008,6.99,6.97,1.71,0.001,0.993,21,2,90.8,1.03,NIL,0,APPROVED,0
KAG-LR-102165,SALE_DEED,1977,0.47,0.46,6.5,0.001,0.991,40,1,98.5,0.98,NIL,0,APPROVED,0
KAG-LR-102166,SALE_DEED,2008,0.78,0.7,10.72,0.175,0.559,609,2,77.1,0.72,COURT_STAY,1,REJECTED,1
KAG-LR-102167,SALE_DEED,1999,5.01,4.99,4.78,0.01,0.963,21,1,87.8,1.0,ACTIVE_MORTGAGE,1,APPROVED,0
KAG-LR-102168,SALE_DEED,1988,1.96,1.94,1.21,0.007,0.973,34,3,94.2,1.12,NIL,0,REJECTED,0
KAG-LR-102169,PATTA,2004,2.01,2.05,4.82,0.007,0.963,12,5,88.9,1.07,NIL,0,APPROVED,0
KAG-LR-102170,PATTA,2012,5.78,5.18,10.41,0.15,0.415,-190,1,88.1,0.33,NIL,0,PENDING,1
KAG-LR-102171,SETTLEMENT,1987,3.39,3.35,1.4,0.001,0.971,70,1,87.3,1.05,NIL,0,APPROVED,0
KAG-LR-102172,PATTA,2005,2.07,2.17,4.65,0.467,0.645,987,2,80.7,0.77,ACTIVE_MORTGAGE,0,REJECTED,1
KAG-LR-102173,SETTLEMENT,2016,0.57,0.55,1.24,0.001,0.993,9,1,90.1,1.11,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102174,GIFT_DEED,2022,1.72,1.7,4.94,0.034,0.969,22,2,89.3,0.99,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102175,PATTA,1980,5.03,4.89,1.76,0.005,0.968,45,1,96.5,0.97,NIL,0,APPROVED,0
KAG-LR-102176,PATTA,2010,10.57,11.09,2.29,0.012,0.917,16,2,93.1,1.06,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102177,SALE_DEED,2022,2.17,2.79,28.42,0.399,0.481,1367,1,71.8,0.5,ACTIVE_MORTGAGE,1,PENDING,1
KAG-LR-102178,PATTA,1972,0.51,0.51,2.91,0.003,0.941,28,2,93.3,0.93,NIL,0,APPROVED,0
KAG-LR-102179,SETTLEMENT,1985,5.07,4.93,2.72,0.003,0.975,25,2,90.8,1.01,NIL,0,APPROVED,0
KAG-LR-102180,SALE_DEED,2007,2.23,2.15,4.9,0.005,0.963,26,1,94.6,0.9,NIL,0,APPROVED,0
KAG-LR-102181,POWER_OF_ATTORNEY,2018,1.02,1.09,7.28,0.467,0.557,2310,1,80.0,0.4,ACTIVE_MORTGAGE,1,APPROVED,1
KAG-LR-102182,PATTA,1981,1.6,1.69,1.13,0.0,0.961,47,1,99.5,1.05,NIL,0,APPROVED,0
KAG-LR-102183,PATTA,2016,0.55,0.52,2.98,0.004,0.972,19,1,93.9,0.95,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102184,PATTA,1980,1.38,1.37,1.15,0.004,0.972,46,1,89.7,0.94,NIL,0,APPROVED,0
KAG-LR-102185,PATTA,1972,0.42,0.41,1.51,0.002,0.963,26,4,99.5,1.07,DISPUTED,0,APPROVED,0
KAG-LR-102186,POWER_OF_ATTORNEY,1995,1.25,1.23,1.22,0.005,0.991,46,4,96.3,0.94,DISPUTED,0,APPROVED,0
KAG-LR-102187,GIFT_DEED,2025,1.56,1.36,12.73,0.211,0.464,1088,5,77.4,0.61,NIL,1,PENDING,1
KAG-LR-102188,SALE_DEED,1991,4.08,4.07,2.82,0.015,0.975,19,1,94.0,0.93,NIL,0,APPROVED,0
KAG-LR-102189,SALE_DEED,2011,4.4,4.65,1.87,0.014,0.994,24,1,92.4,0.99,NIL,0,APPROVED,0
KAG-LR-102190,PATTA,1987,2.08,2.06,6.5,0.002,0.965,15,1,88.8,0.84,NIL,0,APPROVED,0
KAG-LR-102191,SALE_DEED,2011,2.57,2.56,3.79,0.033,0.966,50,3,96.4,0.91,NIL,0,APPROVED,0
KAG-LR-102192,SALE_DEED,2005,4.11,4.22,1.76,0.004,0.956,24,2,96.9,0.89,NIL,0,REJECTED,0
KAG-LR-102193,SETTLEMENT,1979,7.87,7.93,2.01,0.003,0.983,8,3,87.0,1.0,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102194,PATTA,2026,4.7,4.72,0.31,0.002,0.967,66,3,95.4,0.97,NIL,0,APPROVED,0
KAG-LR-102195,SETTLEMENT,2022,5.23,5.43,3.5,0.004,0.974,22,2,89.9,1.04,DISPUTED,0,PENDING,0
KAG-LR-102196,POWER_OF_ATTORNEY,1994,0.59,0.59,1.95,0.0,0.999,20,2,94.0,1.0,NIL,0,APPROVED,0
KAG-LR-102197,SALE_DEED,1975,5.19,5.27,0.94,0.004,0.923,28,4,85.4,0.98,NIL,0,APPROVED,0
KAG-LR-102198,POWER_OF_ATTORNEY,1985,0.46,0.45,1.56,0.037,0.92,47,4,91.3,1.04,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102199,PATTA,1981,1.93,1.88,1.59,0.002,0.938,10,4,96.4,0.94,NIL,0,PENDING,0
KAG-LR-102200,SALE_DEED,2005,1.16,1.1,1.46,0.016,0.948,29,1,93.4,0.98,ACTIVE_MORTGAGE,0,PENDING,0
KAG-LR-102201,PATTA,2025,1.6,1.52,6.01,0.003,0.909,21,3,97.3,1.0,NIL,0,APPROVED,0
KAG-LR-102202,POWER_OF_ATTORNEY,2012,0.73,0.71,5.45,0.002,0.977,42,1,93.2,1.01,NIL,0,APPROVED,0
KAG-LR-102203,PATTA,2007,3.38,3.31,0.52,0.005,0.982,13,3,98.3,1.02,NIL,0,PENDING,0
KAG-LR-102204,PATTA,2008,2.26,2.21,1.15,0.004,0.956,38,1,85.9,1.01,NIL,0,APPROVED,0
KAG-LR-102205,PATTA,2017,4.06,3.94,1.93,0.029,0.995,44,1,94.0,0.98,NIL,0,APPROVED,0
KAG-LR-102206,PATTA,2012,8.62,8.77,5.35,0.002,0.97,25,2,92.5,1.01,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102207,SALE_DEED,2022,1.98,2.02,1.82,0.012,0.968,41,3,92.1,1.02,NIL,0,APPROVED,0
KAG-LR-102208,GIFT_DEED,2021,4.71,4.62,1.66,0.011,0.985,23,2,91.6,1.0,NIL,0,APPROVED,0
KAG-LR-102209,PATTA,1969,1.11,1.13,0.53,0.007,0.964,27,2,99.5,0.8,ACTIVE_MORTGAGE,1,APPROVED,0
KAG-LR-102210,SALE_DEED,2007,0.8,0.81,2.73,0.007,0.963,12,3,92.0,0.9,NIL,0,PENDING,0
KAG-LR-102211,POWER_OF_ATTORNEY,2013,4.76,4.65,3.21,0.0,0.969,31,2,90.5,1.06,NIL,1,APPROVED,0
KAG-LR-102212,SALE_DEED,2010,3.99,3.85,6.5,0.003,0.995,55,1,93.2,0.92,NIL,0,APPROVED,0
KAG-LR-102213,POWER_OF_ATTORNEY,1965,1.59,1.65,1.74,0.001,0.968,31,3,98.4,1.07,NIL,0,PENDING,0
KAG-LR-102214,PATTA,1976,0.53,0.57,8.03,0.251,0.645,1658,2,84.8,0.26,NIL,0,REJECTED,1
KAG-LR-102215,SALE_DEED,1981,0.48,0.65,36.06,0.199,0.641,1104,2,54.9,0.49,NIL,0,PENDING,1
KAG-LR-102216,SALE_DEED,1980,1.05,1.1,2.46,0.001,0.985,22,1,86.3,1.03,NIL,1,PENDING,0
KAG-LR-102217,SETTLEMENT,1986,7.62,7.56,6.5,0.001,0.995,17,1,95.4,0.96,NIL,0,APPROVED,0
KAG-LR-102218,PATTA,2012,2.76,2.77,2.2,0.005,0.894,11,1,93.3,0.96,NIL,0,APPROVED,0
KAG-LR-102219,SALE_DEED,1998,0.67,0.65,2.91,0.017,0.941,16,2,91.4,1.09,NIL,0,APPROVED,0
KAG-LR-102220,SALE_DEED,1997,2.76,2.68,2.0,0.002,0.993,33,2,92.0,0.99,NIL,0,APPROVED,0
KAG-LR-102221,SETTLEMENT,2007,4.07,4.04,6.5,0.003,0.981,21,2,86.1,0.96,NIL,0,APPROVED,0
KAG-LR-102222,PATTA,2018,0.36,0.36,1.75,0.023,0.969,14,3,86.3,0.95,NIL,0,APPROVED,0
KAG-LR-102223,PATTA,2023,2.47,2.42,2.52,0.009,0.983,24,3,91.5,1.0,NIL,0,APPROVED,0
KAG-LR-102224,SETTLEMENT,1965,5.86,4.43,24.46,0.156,0.574,612,5,74.9,0.75,ACTIVE_MORTGAGE,0,REJECTED,1
KAG-LR-102225,PATTA,1998,1.08,1.02,5.0,0.002,0.993,53,2,92.9,1.06,NIL,0,APPROVED,0
KAG-LR-102226,PATTA,1972,0.98,1.16,18.11,0.251,0.657,2310,1,55.0,0.44,NIL,0,APPROVED,1
KAG-LR-102227,POWER_OF_ATTORNEY,2008,0.92,0.94,2.45,0.001,0.97,76,3,93.2,0.95,NIL,1,REJECTED,0
KAG-LR-102228,PATTA,1984,3.93,3.52,10.53,0.279,0.594,2210,2,77.5,0.34,ACTIVE_MORTGAGE,1,APPROVED,1
KAG-LR-102229,PATTA,2020,2.1,2.17,1.61,0.008,0.993,14,2,92.3,0.99,NIL,0,APPROVED,0
KAG-LR-102230,SALE_DEED,1990,5.81,6.04,3.4,0.011,0.954,50,1,97.4,0.94,NIL,0,APPROVED,0
KAG-LR-102231,PATTA,1994,1.01,1.07,2.13,0.001,0.989,20,1,89.4,1.03,NIL,0,APPROVED,0
KAG-LR-102232,PATTA,2024,2.85,2.68,0.71,0.003,0.982,28,1,92.4,1.03,NIL,0,APPROVED,0
KAG-LR-102233,GIFT_DEED,2007,5.66,5.81,1.14,0.001,0.987,45,2,98.6,1.08,NIL,0,APPROVED,0
KAG-LR-102234,PATTA,2021,2.01,2.06,1.86,0.012,0.963,19,2,90.6,0.98,NIL,0,APPROVED,0
KAG-LR-102235,PATTA,1969,2.42,2.57,6.2,0.161,0.458,1001,1,97.0,0.36,ACTIVE_MORTGAGE,0,APPROVED,1
KAG-LR-102236,POWER_OF_ATTORNEY,1999,1.47,1.39,6.5,0.001,0.993,25,2,94.1,1.11,ACTIVE_MORTGAGE,0,PENDING,0
KAG-LR-102237,SALE_DEED,1965,2.42,2.46,3.61,0.009,0.996,20,4,92.7,0.88,NIL,0,APPROVED,0
KAG-LR-102238,PATTA,2023,2.08,1.97,1.63,0.015,0.99,25,2,87.8,0.91,NIL,0,APPROVED,0
KAG-LR-102239,PATTA,2015,2.53,2.6,3.83,0.006,0.981,65,1,92.6,1.02,NIL,0,APPROVED,0
KAG-LR-102240,SALE_DEED,1990,1.09,1.15,5.32,0.156,0.729,1997,2,78.9,0.62,ACTIVE_MORTGAGE,0,APPROVED,1
KAG-LR-102241,PATTA,1994,4.75,4.66,1.15,0.012,0.971,41,3,94.8,1.0,NIL,0,APPROVED,0
KAG-LR-102242,PATTA,1967,4.09,4.1,3.66,0.016,0.949,43,1,96.5,0.98,NIL,0,APPROVED,0
KAG-LR-102243,SETTLEMENT,1993,2.45,2.42,4.52,0.031,0.977,15,2,96.7,1.14,NIL,0,APPROVED,0
KAG-LR-102244,PATTA,1990,0.9,0.86,1.41,0.045,0.97,21,1,95.0,0.98,NIL,0,APPROVED,0
KAG-LR-102245,SALE_DEED,1993,4.11,3.93,1.19,0.004,0.993,16,1,83.4,0.96,NIL,0,APPROVED,0
KAG-LR-102246,POWER_OF_ATTORNEY,1974,4.48,4.59,3.46,0.001,0.974,31,2,87.4,1.06,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102247,PATTA,1981,11.44,11.51,3.07,0.003,0.997,42,5,92.7,0.97,NIL,0,APPROVED,0
KAG-LR-102248,PATTA,1967,2.41,1.61,33.36,0.371,0.446,-657,2,85.7,0.65,ACTIVE_MORTGAGE,1,REJECTED,1
KAG-LR-102249,PATTA,1988,3.31,3.24,5.9,0.001,0.954,29,4,97.0,1.16,ACTIVE_MORTGAGE,0,PENDING,0
KAG-LR-102250,PATTA,2002,0.33,0.35,4.02,0.007,0.975,30,2,98.4,0.93,NIL,0,APPROVED,0
KAG-LR-102251,SALE_DEED,1984,1.05,1.05,1.17,0.004,0.956,41,1,90.9,1.01,NIL,0,APPROVED,0
KAG-LR-102252,SALE_DEED,2021,1.46,1.42,1.58,0.001,0.954,74,1,93.1,0.93,NIL,0,APPROVED,0
KAG-LR-102253,SALE_DEED,2004,0.42,0.43,6.5,0.004,0.996,47,5,98.1,0.92,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102254,SALE_DEED,1979,1.32,1.31,6.18,0.011,0.972,22,1,99.5,1.02,NIL,0,APPROVED,0
KAG-LR-102255,PATTA,1974,9.8,10.32,5.93,0.007,0.983,45,2,95.1,0.95,NIL,0,PENDING,0
KAG-LR-102256,PATTA,1997,1.81,1.86,2.48,0.007,0.962,31,3,91.5,1.06,NIL,0,APPROVED,0
KAG-LR-102257,PATTA,1998,7.51,7.26,1.21,0.018,0.966,16,3,91.2,0.91,NIL,0,PENDING,0
KAG-LR-102258,PATTA,2017,2.44,2.56,1.33,0.007,0.974,28,2,84.3,0.99,NIL,0,APPROVED,0
KAG-LR-102259,SALE_DEED,1996,1.97,1.89,6.08,0.003,0.978,19,2,92.0,0.97,DISPUTED,0,APPROVED,0
KAG-LR-102260,SALE_DEED,1976,0.88,0.61,30.48,0.248,0.467,263,1,75.0,0.67,ACTIVE_MORTGAGE,1,REJECTED,1
KAG-LR-102261,PATTA,1979,0.89,0.79,10.88,0.177,0.556,426,2,63.0,0.49,ACTIVE_MORTGAGE,1,REJECTED,1
KAG-LR-102262,SALE_DEED,1990,5.84,5.98,3.32,0.002,0.998,34,3,93.3,0.91,NIL,0,PENDING,0
KAG-LR-102263,PATTA,2012,2.29,2.31,6.5,0.004,0.924,49,5,89.0,1.08,NIL,0,APPROVED,0
KAG-LR-102264,PATTA,2010,1.95,1.96,1.5,0.005,0.953,42,1,96.3,1.09,NIL,0,APPROVED,0
KAG-LR-102265,PATTA,2023,0.61,0.76,25.08,0.33,0.764,776,2,72.2,0.73,NIL,0,REJECTED,1
KAG-LR-102266,PATTA,1995,4.74,4.79,0.81,0.006,0.987,33,1,93.5,1.11,NIL,0,APPROVED,0
KAG-LR-102267,SETTLEMENT,1980,0.45,0.45,0.75,0.009,0.998,39,3,91.6,1.07,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102268,PATTA,2019,0.58,0.55,6.47,0.011,0.989,35,1,96.9,1.01,NIL,0,APPROVED,0
KAG-LR-102269,SETTLEMENT,2009,1.51,1.39,7.76,0.091,0.429,1555,3,61.3,0.42,ACTIVE_MORTGAGE,1,PENDING,1
KAG-LR-102270,SALE_DEED,1968,3.99,5.46,36.87,0.152,0.415,-291,1,61.7,0.48,DISPUTED,0,REJECTED,1
KAG-LR-102271,SETTLEMENT,1984,0.75,0.78,3.11,0.001,0.995,54,1,95.0,1.0,NIL,0,APPROVED,0
KAG-LR-102272,PATTA,2009,1.59,1.51,5.63,0.034,0.979,21,1,96.6,1.0,NIL,1,APPROVED,0
KAG-LR-102273,PATTA,1996,1.85,1.94,5.05,0.464,0.755,772,1,88.0,0.66,NIL,1,APPROVED,1
KAG-LR-102274,SALE_DEED,1966,0.73,0.6,17.39,0.459,0.551,-249,3,75.3,0.76,ACTIVE_MORTGAGE,0,PENDING,1
KAG-LR-102275,PATTA,2023,7.12,7.45,3.34,0.004,0.965,34,3,87.8,0.96,NIL,0,APPROVED,0
KAG-LR-102276,SETTLEMENT,1995,19.94,19.53,0.43,0.018,0.982,27,2,91.1,1.12,DISPUTED,0,APPROVED,0
KAG-LR-102277,SALE_DEED,1985,7.25,7.19,4.25,0.007,0.917,28,5,93.6,0.99,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102278,PATTA,1972,2.08,1.96,2.8,0.005,0.945,9,2,95.2,1.01,NIL,0,APPROVED,0
KAG-LR-102279,SALE_DEED,1966,1.74,1.81,2.45,0.03,0.991,23,1,87.8,0.89,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102280,PATTA,1996,7.38,7.76,3.22,0.018,0.939,55,3,91.3,0.96,NIL,1,APPROVED,0
KAG-LR-102281,PATTA,2025,0.92,1.05,13.67,0.32,0.674,467,2,86.5,0.72,NIL,1,PENDING,1
KAG-LR-102282,POWER_OF_ATTORNEY,2012,5.76,5.74,4.3,0.002,0.997,54,1,95.2,1.04,NIL,0,PENDING,0
KAG-LR-102283,PATTA,2015,1.21,1.14,5.51,0.246,0.575,912,1,64.0,0.31,DISPUTED,1,PENDING,1
KAG-LR-102284,POWER_OF_ATTORNEY,1970,3.95,3.6,8.86,0.255,0.61,-258,3,81.6,0.34,DISPUTED,1,REJECTED,1
KAG-LR-102285,SETTLEMENT,2009,3.01,3.47,15.36,0.153,0.495,133,1,78.2,0.25,NIL,1,PENDING,1
KAG-LR-102286,PATTA,1988,1.93,1.82,1.64,0.004,0.961,25,1,90.6,1.05,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102287,PATTA,2010,2.35,2.42,3.16,0.018,0.983,25,1,91.9,1.01,ACTIVE_MORTGAGE,1,APPROVED,0
KAG-LR-102288,PATTA,1989,0.32,0.32,0.85,0.001,0.981,16,1,98.1,1.04,NIL,0,APPROVED,0
KAG-LR-102289,SALE_DEED,1997,0.84,0.85,1.09,0.0,0.956,10,1,92.9,1.02,NIL,0,APPROVED,0
KAG-LR-102290,PATTA,1990,1.9,1.96,5.05,0.002,0.99,11,1,99.5,0.94,NIL,0,PENDING,0
KAG-LR-102291,PATTA,1990,0.69,0.71,1.08,0.001,0.987,25,3,85.4,0.99,NIL,0,APPROVED,0
KAG-LR-102292,GIFT_DEED,2003,3.24,3.25,2.46,0.028,0.972,25,1,95.9,0.94,NIL,0,APPROVED,0
KAG-LR-102293,PATTA,1978,5.28,5.36,0.87,0.002,0.956,11,3,91.4,1.08,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102294,SALE_DEED,1993,0.87,0.86,1.97,0.001,0.949,75,3,94.9,1.01,NIL,0,APPROVED,0
KAG-LR-102295,PATTA,1984,1.95,2.06,3.56,0.006,0.959,12,1,97.4,1.01,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-102296,SETTLEMENT,2026,0.36,0.34,1.7,0.003,0.934,29,2,96.3,0.93,NIL,0,APPROVED,0
KAG-LR-102297,SALE_DEED,1988,0.36,0.31,12.75,0.261,0.623,166,1,77.8,0.28,NIL,1,REJECTED,1
KAG-LR-102298,PATTA,1995,1.39,1.32,0.88,0.008,0.951,54,2,98.6,1.05,NIL,1,APPROVED,0
KAG-LR-102299,SALE_DEED,2006,3.1,3.26,0.9,0.017,0.919,22,3,97.3,1.05,NIL,0,APPROVED,0
KAG-LR-102300,SETTLEMENT,2009,4.01,3.84,1.33,0.006,0.97,30,2,86.1,1.03,COURT_STAY,0,APPROVED,0
KAG-LR-102301,SETTLEMENT,1996,4.63,4.77,3.16,0.017,0.993,41,2,92.5,1.0,NIL,0,APPROVED,0
KAG-LR-102302,PATTA,1965,7.52,7.7,3.93,0.001,0.997,38,1,93.0,0.93,NIL,0,APPROVED,0
KAG-LR-102303,PATTA,2003,2.89,2.92,0.57,0.003,0.959,13,4,93.2,0.96,NIL,1,APPROVED,0
KAG-LR-102304,PATTA,1973,1.67,1.69,3.88,0.011,0.927,72,2,91.5,0.91,NIL,0,APPROVED,0
KAG-LR-102305,PATTA,1968,2.33,2.25,1.88,0.004,0.988,30,2,91.7,0.97,NIL,0,PENDING,0
KAG-LR-102306,SALE_DEED,2026,22.65,21.76,1.39,0.001,0.955,29,1,86.5,0.91,NIL,0,PENDING,0
KAG-LR-102307,SETTLEMENT,2021,0.59,0.57,4.35,0.005,0.941,19,3,94.2,0.96,DISPUTED,0,APPROVED,0
KAG-LR-102308,PATTA,1992,1.64,1.76,7.1,0.267,0.69,319,4,69.1,0.28,ACTIVE_MORTGAGE,0,PENDING,1
KAG-LR-102309,SALE_DEED,1983,1.31,1.36,3.22,0.001,0.992,17,4,96.3,0.96,NIL,0,APPROVED,0
KAG-LR-102310,SALE_DEED,1995,1.41,1.21,14.08,0.516,0.598,117,4,76.2,0.71,DISPUTED,1,REJECTED,1
KAG-LR-102311,SALE_DEED,2003,2.73,2.77,6.5,0.013,0.963,52,4,83.5,1.05,NIL,0,APPROVED,0
KAG-LR-102312,SALE_DEED,1971,0.82,0.8,5.46,0.007,0.945,13,1,95.0,1.07,NIL,0,APPROVED,0
KAG-LR-102313,SALE_DEED,1992,2.58,2.62,0.74,0.01,0.922,41,4,88.0,0.97,NIL,0,APPROVED,0
KAG-LR-102314,PATTA,2000,6.84,6.73,1.54,0.009,0.972,26,3,92.9,1.1,NIL,0,PENDING,0
KAG-LR-102315,PATTA,1988,1.37,1.39,1.29,0.004,0.972,26,1,93.6,1.06,NIL,0,APPROVED,0
KAG-LR-102316,SETTLEMENT,2019,1.05,1.06,4.32,0.01,0.969,64,2,94.5,0.89,NIL,0,APPROVED,0
KAG-LR-102317,SALE_DEED,1994,2.34,2.23,2.62,0.0,0.937,30,3,91.0,0.94,NIL,0,APPROVED,0
KAG-LR-102318,PATTA,1988,8.03,7.95,0.5,0.023,0.952,111,5,99.5,1.0,NIL,0,APPROVED,0
KAG-LR-102319,SETTLEMENT,1975,4.09,4.15,2.79,0.005,0.962,51,1,89.2,1.01,NIL,0,APPROVED,0
KAG-LR-102320,PATTA,1988,2.58,2.57,0.78,0.014,0.996,18,1,96.5,1.02,NIL,0,APPROVED,0
KAG-LR-102321,SETTLEMENT,2022,2.58,2.7,2.11,0.001,0.949,50,1,90.3,1.04,NIL,0,APPROVED,0
KAG-LR-102322,POWER_OF_ATTORNEY,1995,3.09,3.22,1.24,0.005,0.994,26,4,91.1,1.05,NIL,0,APPROVED,0
KAG-LR-102323,PATTA,1995,6.58,7.07,7.51,0.173,0.439,-58,1,90.9,0.43,NIL,0,PENDING,1
KAG-LR-102324,PATTA,2020,0.31,0.31,1.92,0.002,0.985,52,5,95.7,0.9,NIL,0,APPROVED,0
